,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,outlier_check
1281,0.46,0.2,1.9,0.077,28.0,54.0,3.37,0.64,10.4,6,0
1282,0.765,0.0,2.0,0.084,9.0,22.0,3.33,0.68,10.9,6,0
1283,0.63,0.28,2.7,0.096,17.0,69.0,3.26,0.63,10.2,6,0
1284,0.42,0.19,2.3,0.071,18.0,36.0,3.39,0.56,10.9,5,0
1285,0.37,0.5,1.8,0.09,20.0,47.0,3.15,0.57,10.5,5,0
1286,0.16,0.44,2.5,0.068,17.0,31.0,3.35,0.54,12.4,6,0
1287,0.6,0.08,2.6,0.055999999999999994,3.0,7.0,3.22,0.37,13.0,5,0
1288,0.6,0.3,4.5,0.068,20.0,110.0,3.3,1.17,10.2,5,2
1289,0.6,0.3,4.5,0.068,20.0,110.0,3.3,1.17,10.2,5,2
1290,0.74,0.0,1.9,0.1,6.0,12.0,3.36,0.59,11.0,5,0
1291,0.635,0.1,2.1,0.073,25.0,60.0,3.29,0.75,10.9,6,0
1292,0.395,0.13,2.4,0.055999999999999994,14.0,28.0,3.62,0.67,12.4,6,0
1293,0.755,0.0,1.9,0.084,6.0,12.0,3.34,0.49,9.7,4,0
1294,0.635,0.1,2.1,0.073,25.0,60.0,3.29,0.75,10.9,6,0
1295,0.63,0.0,4.3,0.09300000000000001,51.0,77.5,3.2,0.45,9.5,5,2
1296,0.63,0.0,4.3,0.09300000000000001,51.0,77.5,3.2,0.45,9.5,5,2
1297,0.53,0.14,2.1,0.064,15.0,29.0,3.35,0.61,12.1,6,0
1298,0.6,0.0,1.4,0.063,11.0,18.0,3.45,0.56,12.2,6,0
1299,1.58,0.0,2.1,0.13699999999999998,5.0,9.0,3.5,0.4,10.9,3,3
1300,0.645,0.0,2.15,0.08,15.0,28.0,3.78,0.61,12.5,6,1
1301,0.86,0.07,2.0,0.1,20.0,57.0,3.6,0.74,11.7,6,0
1302,0.37,0.32,2.1,0.064,4.0,15.0,3.3,0.8,11.2,6,0
1303,0.28,0.44,1.8,0.081,28.0,68.0,3.36,0.66,11.2,5,0
1304,0.79,0.21,2.3,0.087,21.0,68.0,3.12,0.44,9.2,5,0
1305,0.61,0.26,1.9,0.073,24.0,88.0,3.3,0.53,9.8,5,0
1306,0.69,0.32,2.5,0.08800000000000001,22.0,91.0,3.29,0.62,10.1,5,0
1307,0.68,0.09,3.9,0.068,15.0,29.0,3.41,0.52,11.1,4,1
1308,0.69,0.32,2.5,0.08800000000000001,22.0,91.0,3.29,0.62,10.1,5,0
1309,0.62,0.1,1.4,0.071,27.0,63.0,3.28,0.61,9.2,5,0
1310,0.61,0.26,1.9,0.073,24.0,88.0,3.3,0.53,9.8,5,0
1311,0.51,0.15,3.0,0.064,12.0,27.0,3.33,0.59,12.8,6,0
1312,1.18,0.21,1.9,0.083,14.0,41.0,3.34,0.47,10.5,5,1
1313,0.36,0.21,2.3,0.086,20.0,65.0,3.4,0.54,10.1,6,0
1314,0.36,0.21,2.4,0.086,24.0,69.0,3.4,0.53,10.1,6,0
1315,0.63,0.27,2.0,0.083,17.0,91.0,3.26,0.58,9.8,6,0
1316,0.74,0.0,1.2,0.040999999999999995,16.0,46.0,4.01,0.59,12.5,6,1
1317,0.44,0.46,2.2,0.091,10.0,41.0,3.18,0.69,11.9,6,0
1318,0.63,0.27,2.0,0.083,17.0,91.0,3.26,0.58,9.8,6,0
1319,0.76,0.68,1.7,0.414,18.0,64.0,2.9,1.33,9.1,6,3
1320,0.66,0.34,2.6,0.094,12.0,88.0,3.26,0.66,10.1,5,0
1321,0.74,0.0,1.2,0.040999999999999995,16.0,46.0,4.01,0.59,12.5,6,1
1322,0.34,0.42,1.8,0.057999999999999996,9.0,18.0,3.18,0.55,11.4,5,0
1323,0.36,0.39,1.8,0.06,21.0,55.0,3.18,0.82,11.0,7,0
1324,0.46,0.24,1.7,0.077,18.0,34.0,3.39,0.6,10.6,6,0
1325,0.46,0.24,1.7,0.077,18.0,34.0,3.39,0.6,10.6,6,0
1326,0.46,0.24,1.7,0.077,18.0,34.0,3.39,0.6,10.6,6,0
1327,0.46,0.24,1.7,0.077,18.0,34.0,3.39,0.6,10.6,6,0
1328,0.52,0.11,1.8,0.073,13.0,38.0,3.34,0.52,9.3,5,0
1329,0.6,0.26,2.1,0.083,17.0,91.0,3.29,0.56,9.8,6,0
1330,0.6,0.26,2.1,0.083,17.0,91.0,3.29,0.56,9.8,6,0
1331,0.87,0.26,3.8,0.107,31.0,67.0,3.26,0.46,9.2,5,1
1332,0.39,0.1,1.7,0.075,6.0,25.0,3.09,0.43,9.7,6,0
1333,0.775,0.22,2.2,0.079,12.0,48.0,3.18,0.51,9.6,5,0
1334,0.835,0.0,2.0,0.166,4.0,11.0,3.39,0.52,10.0,5,1
1335,0.58,0.02,2.4,0.069,19.0,40.0,3.38,0.66,12.6,6,0
1336,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,9.5,5,0
1337,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,9.5,5,0
1338,0.5,0.0,1.4,0.057,15.0,26.0,3.36,0.45,9.5,5,0
1339,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5,6,0
1340,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5,6,0
1341,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5,6,0
1342,0.54,0.02,1.7,0.085,17.0,31.0,3.37,0.51,10.4,6,0
1343,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,10.5,6,0
1344,0.42,0.48,2.6,0.077,8.0,20.0,3.09,0.53,11.0,5,0
1345,0.44,0.24,2.3,0.063,10.0,28.0,3.25,0.53,10.2,6,0
1346,0.59,0.01,2.1,0.055999999999999994,5.0,13.0,3.52,0.56,11.4,5,0
1347,0.655,0.03,1.8,0.078,7.0,12.0,3.34,0.39,9.5,5,0
1348,0.655,0.03,1.8,0.078,7.0,12.0,3.34,0.39,9.5,5,0
1349,0.57,0.0,2.8,0.081,21.0,41.0,3.41,0.52,10.8,5,0
1350,0.6,0.29,2.0,0.069,32.0,73.0,3.34,0.57,10.0,5,0
1351,0.62,0.01,2.3,0.065,8.0,46.0,3.32,0.51,11.8,6,0
1352,0.645,0.03,1.9,0.086,14.0,57.0,3.37,0.46,10.3,5,0
1353,0.645,0.03,1.9,0.086,14.0,57.0,3.37,0.46,10.3,5,0
1354,0.58,0.03,2.3,0.077,7.0,28.0,3.35,0.52,10.0,5,0
1355,0.32,0.25,1.8,0.086,5.0,32.0,3.36,0.44,10.1,5,0
1356,0.34,0.25,1.8,0.084,4.0,28.0,3.36,0.44,10.1,5,0
1357,0.43,0.24,2.5,0.078,27.0,67.0,3.6,0.59,11.1,6,0
1358,0.64,0.17,5.4,0.168,52.0,98.0,3.28,0.5,9.5,5,3
1359,0.475,0.4,1.4,0.091,6.0,28.0,3.07,0.65,10.0333333333333,6,0
1360,0.54,0.31,2.3,0.11199999999999999,11.0,38.0,3.24,0.56,10.9,5,0
1361,0.85,0.14,2.5,0.09300000000000001,13.0,54.0,3.36,0.54,10.1,5,0
1362,0.475,0.4,1.4,0.091,6.0,28.0,3.07,0.65,10.0333333333333,6,0
1363,0.83,0.27,2.0,0.08,11.0,63.0,3.29,0.48,9.8,4,0
1364,0.605,0.02,1.9,0.096,10.0,31.0,3.46,0.53,11.8,6,0
1365,0.5,0.09,2.2,0.115,10.0,42.0,3.18,0.62,9.5,5,0
1366,0.74,0.08,1.7,0.094,10.0,45.0,3.24,0.5,9.8,5,0
1367,0.54,0.3,2.2,0.08800000000000001,9.0,105.0,3.25,1.18,10.5,6,1
1368,0.77,0.32,2.1,0.079,16.0,74.0,3.27,0.5,9.8,6,0
1369,0.61,0.0,1.6,0.069,4.0,8.0,3.33,0.37,10.4,4,0
1370,0.78,0.51,1.7,0.415,12.0,66.0,3.0,1.17,9.2,5,2
1371,0.58,0.56,3.1,0.153,5.0,14.0,3.21,1.03,11.6,6,2
1372,0.78,0.51,1.7,0.415,12.0,66.0,3.0,1.17,9.2,5,2
1373,0.75,0.27,3.8,0.11,34.0,89.0,3.24,0.45,9.3,5,1
1374,0.815,0.0,1.2,0.267,16.0,29.0,3.32,0.51,9.8,3,2
1375,0.56,0.26,2.0,0.083,13.0,100.0,3.26,0.52,9.9,5,0
1376,0.885,0.2,1.4,0.086,7.0,31.0,3.11,0.46,10.0,5,0
1377,0.49,0.26,2.3,0.09,23.0,74.0,3.71,0.62,12.2,6,1
1378,0.45,0.15,2.0,0.078,10.0,28.0,3.29,0.51,9.9,6,0
1379,0.57,0.02,2.6,0.077,11.0,35.0,3.36,0.62,10.8,6,0
1380,0.57,0.02,2.6,0.077,11.0,35.0,3.36,0.62,10.8,6,0
1381,0.83,0.09,1.8,0.07400000000000001,4.0,25.0,3.38,0.45,9.6,5,0
1382,0.6,0.22,2.1,0.08,25.0,105.0,3.3,0.49,9.9,5,0
1383,0.6,0.22,2.1,0.08,25.0,105.0,3.3,0.49,9.9,5,0
1384,0.755,0.15,1.8,0.107,20.0,84.0,3.19,0.5,9.5,5,0
1385,0.81,0.25,3.4,0.076,34.0,85.0,3.19,0.42,9.2,5,0
1386,0.64,0.07,1.8,0.1,8.0,23.0,3.3,0.58,9.6,5,0
1387,0.64,0.07,1.8,0.1,8.0,23.0,3.3,0.58,9.6,5,0
1388,0.64,0.31,6.1,0.083,7.0,49.0,3.35,0.68,10.3,5,1
1389,0.48,0.02,2.2,0.08,36.0,111.0,3.1,0.53,9.7,5,0
1390,0.49,0.0,2.3,0.068,15.0,33.0,3.58,0.59,12.5,6,0
1391,0.64,0.22,2.4,0.094,5.0,33.0,3.37,0.58,11.0,5,0
1392,0.62,0.06,1.3,0.07,5.0,12.0,3.17,0.48,9.8,5,0
1393,0.52,0.25,2.0,0.078,19.0,59.0,3.3,0.48,10.2,5,0
1394,0.57,0.14,3.9,0.07,27.0,73.0,3.32,0.48,9.2,5,1
1395,0.685,0.1,1.6,0.092,3.0,12.0,3.31,0.65,9.55,6,0
1396,0.675,0.1,1.6,0.09,4.0,11.0,3.31,0.65,9.55,5,0
1397,0.59,0.26,2.0,0.08,17.0,104.0,3.28,0.52,9.9,5,0
1398,0.6,0.12,2.2,0.083,13.0,28.0,3.52,0.62,10.2,7,0
1399,0.67,0.0,2.2,0.068,10.0,24.0,3.42,0.72,11.1,6,0
1400,0.69,0.21,2.1,0.08,33.0,141.0,3.25,0.51,9.9,5,1
1401,0.69,0.21,2.1,0.08,33.0,141.0,3.25,0.51,9.9,5,1
1402,0.3,0.42,2.0,0.052000000000000005,6.0,24.0,3.44,0.82,11.9,6,0
1403,0.33,0.33,1.7,0.061,3.0,13.0,3.23,1.1,10.0,8,2
1404,0.5,0.39,2.6,0.08199999999999999,12.0,46.0,3.43,0.62,10.7,6,0
1405,0.28,0.3,2.0,0.062,18.0,34.0,3.28,0.9,11.3,7,0
1406,0.24,0.34,5.1,0.062,8.0,22.0,3.22,0.94,10.9,6,1
1407,0.51,0.0,2.1,0.064,40.0,54.0,3.54,0.93,10.7,6,0
1408,0.29,0.36,2.2,0.048,35.0,53.0,3.27,1.01,12.4,7,1
1409,0.51,0.0,2.1,0.064,40.0,54.0,3.54,0.93,10.7,6,0
1410,0.96,0.0,1.8,0.08199999999999999,5.0,16.0,3.5,0.44,11.9,6,0
1411,0.47,0.4,2.4,0.071,8.0,19.0,3.56,0.73,10.6,6,0
1412,0.24,0.34,5.1,0.062,8.0,22.0,3.22,0.94,10.9,6,1
1413,0.57,0.25,2.0,0.10400000000000001,12.0,89.0,3.04,0.9,10.1,5,0
1414,0.32,0.59,2.2,0.077,3.0,15.0,3.2,0.78,9.6,5,0
1415,0.58,0.0,1.6,0.065,8.0,18.0,3.56,0.84,9.4,5,0
1416,0.32,0.59,2.2,0.077,3.0,15.0,3.2,0.78,9.6,5,0
1417,0.34,0.33,2.5,0.064,21.0,37.0,3.35,0.77,12.1,7,0
1418,0.53,0.01,1.6,0.077,3.0,19.0,3.16,0.46,9.8,5,0
1419,0.64,0.21,2.2,0.077,32.0,133.0,3.27,0.45,9.9,5,1
1420,0.53,0.01,1.6,0.077,3.0,19.0,3.16,0.46,9.8,5,0
1421,0.4,0.18,1.6,0.079,24.0,58.0,3.34,0.58,9.4,5,0
1422,0.54,0.0,2.1,0.079,39.0,55.0,3.39,0.84,11.4,6,0
1423,0.53,0.09,3.9,0.12300000000000001,14.0,31.0,3.5,0.67,11.0,4,2
1424,0.26,0.37,1.4,0.076,8.0,23.0,3.26,0.7,9.6,6,0
1425,0.26,0.37,1.4,0.076,8.0,23.0,3.26,0.7,9.6,6,0
1426,0.23,0.37,1.8,0.046,23.0,60.0,3.41,0.71,12.1,6,0
1427,0.41,0.33,2.5,0.078,6.0,23.0,3.3,0.58,11.2,5,0
1428,0.64,0.0,1.9,0.07200000000000001,27.0,55.0,3.31,0.63,11.0,5,0
1429,0.18,0.4,2.2,0.049,38.0,67.0,3.33,0.93,11.3,5,0
1430,0.41,0.24,1.8,0.066,18.0,47.0,3.37,0.62,10.4,5,0
1431,0.43,0.31,2.1,0.069,13.0,74.0,3.26,0.54,9.9,6,0
1432,0.44,0.0,1.6,0.042,3.0,11.0,3.48,0.85,11.7,6,0
1433,0.4,0.16,1.8,0.069,11.0,25.0,3.42,0.74,10.1,7,0
1434,0.54,0.37,15.4,0.214,55.0,95.0,3.18,0.77,9.0,6,3
1435,0.54,0.37,15.4,0.214,55.0,95.0,3.18,0.77,9.0,6,3
1436,0.38,0.38,1.6,0.16899999999999998,27.0,90.0,3.15,0.65,8.5,5,1
1437,0.915,0.29,4.8,0.07,15.0,39.0,3.53,0.54,11.1,5,1
1438,0.59,0.0,1.7,0.052000000000000005,3.0,8.0,3.41,0.47,10.3,5,0
1439,0.67,0.02,2.2,0.07200000000000001,31.0,92.0,3.32,0.68,11.066666666666698,6,0
1440,0.37,0.32,2.0,0.062,15.0,28.0,3.23,0.73,11.3,7,0
1441,0.785,0.19,5.2,0.094,19.0,98.0,3.16,0.52,9.56666666666667,6,1
1442,0.63,0.02,1.9,0.078,18.0,30.0,3.4,0.75,9.8,5,0
1443,0.58,0.2,1.75,0.057999999999999996,8.0,22.0,3.38,0.49,11.7,5,0
1444,0.67,0.02,2.2,0.07200000000000001,31.0,92.0,3.32,0.68,11.1,6,0
1445,0.785,0.19,5.2,0.094,19.0,98.0,3.16,0.52,9.6,6,1
1446,0.63,0.02,1.9,0.078,18.0,30.0,3.4,0.75,9.8,5,0
1447,0.67,0.0,1.9,0.08,22.0,39.0,3.4,0.74,9.7,5,0
1448,0.58,0.01,1.9,0.08,40.0,54.0,3.4,0.73,9.7,5,0
1449,0.38,0.31,2.0,0.055999999999999994,15.0,29.0,3.23,0.76,11.3,8,1
1450,0.37,0.32,2.0,0.062,15.0,28.0,3.23,0.73,11.3,7,0
1451,0.32,0.44,2.7,0.10400000000000001,8.0,17.0,3.33,0.78,11.0,7,0
1452,0.58,0.02,2.0,0.062,37.0,53.0,3.35,0.76,11.6,7,0
1453,0.49,0.33,1.9,0.07400000000000001,27.0,85.0,3.41,0.58,9.0,5,0
1454,0.45,0.63,2.2,0.073,7.0,23.0,3.21,0.69,10.9,6,0
1455,0.9,0.0,1.6,0.052000000000000005,9.0,17.0,3.5,0.63,10.9,6,0
1456,0.54,0.06,1.8,0.05,38.0,89.0,3.3,0.5,10.55,6,0
1457,0.49,0.33,1.9,0.07400000000000001,27.0,85.0,3.41,0.58,9.0,5,0
1458,0.29,0.4,1.7,0.067,8.0,20.0,3.39,0.6,10.5,5,0
1459,0.2,0.35,1.7,0.054000000000000006,7.0,15.0,3.32,0.8,11.9,7,0
1460,0.42,0.09,2.3,0.054000000000000006,34.0,64.0,3.41,0.68,10.4,6,0
1461,0.785,0.0,2.1,0.06,6.0,13.0,3.59,0.61,10.0,4,0
1462,0.64,0.03,2.3,0.075,14.0,31.0,3.36,0.58,10.4,6,0
1463,0.63,0.01,2.4,0.076,14.0,39.0,3.34,0.53,10.8,6,0
1464,0.59,0.1,1.7,0.063,34.0,53.0,3.41,0.67,9.7,5,0
1465,0.59,0.1,1.7,0.063,34.0,53.0,3.41,0.67,9.7,5,0
1466,0.48,0.32,2.1,0.062,31.0,54.0,3.3,0.65,10.0,7,0
1467,1.04,0.08,2.3,0.067,19.0,32.0,3.52,0.57,11.0,4,1
1468,0.48,0.32,2.1,0.062,31.0,54.0,3.3,0.65,10.0,7,0
1469,0.98,0.05,2.1,0.061,20.0,49.0,3.31,0.55,9.7,3,1
1470,0.69,0.11,1.4,0.084,8.0,24.0,2.88,0.47,9.7,5,1
1471,0.7,0.08,3.75,0.067,8.0,16.0,3.43,0.52,12.6,5,1
1472,0.35,0.6,2.6,0.073,23.0,44.0,3.38,0.79,11.1,6,0
1473,0.6,0.08,1.8,0.071,14.0,45.0,3.38,0.54,11.0,5,0
1474,0.5,0.5,13.8,0.205,48.0,82.0,3.16,0.75,8.8,5,3
1475,0.47,0.11,2.2,0.048,16.0,89.0,3.54,0.88,13.566666666666698,7,1
1476,0.5,0.5,13.8,0.205,48.0,82.0,3.16,0.75,8.8,5,3
1477,0.47,0.11,2.2,0.048,16.0,89.0,3.54,0.88,13.6,7,1
1478,0.875,0.05,5.7,0.08199999999999999,3.0,14.0,3.4,0.52,10.2,3,2
1479,0.28,0.6,3.0,0.10400000000000001,10.0,22.0,3.39,0.68,10.6,5,0
1480,0.62,0.03,1.5,0.08,6.0,13.0,3.66,0.62,10.1,4,0
1481,0.28,0.6,3.0,0.10400000000000001,10.0,22.0,3.39,0.68,10.6,5,0
1482,0.58,0.54,2.1,0.114,3.0,9.0,3.33,0.57,10.3,4,0
1483,0.33,0.44,1.5,0.042,6.0,12.0,3.35,0.61,10.7,5,0
1484,0.91,0.06,2.0,0.06,4.0,11.0,3.53,0.64,10.9,4,0
1485,0.655,0.16,2.1,0.07400000000000001,8.0,25.0,3.37,0.55,9.7,5,0
1486,0.68,0.21,2.1,0.07,9.0,23.0,3.38,0.6,10.3,5,0
1487,0.64,0.05,1.9,0.066,9.0,17.0,3.52,0.78,10.6,5,0
1488,0.54,0.04,1.7,0.049,5.0,13.0,3.72,0.58,11.4,5,1
1489,0.57,0.1,2.1,0.048,4.0,11.0,3.44,0.76,10.8,6,0
1490,0.22,0.49,1.8,0.039,8.0,18.0,3.39,0.56,12.4,6,1
1491,0.54,0.04,1.7,0.049,5.0,13.0,3.72,0.58,11.4,5,1
1492,0.65,0.06,1.6,0.05,6.0,18.0,3.57,0.54,11.95,5,0
1493,0.54,0.26,1.9,0.08900000000000001,23.0,147.0,3.26,0.59,9.7,5,1
1494,0.31,0.09,1.4,0.066,15.0,28.0,3.42,0.7,10.0,7,0
1495,0.43,0.02,1.9,0.08,15.0,28.0,3.35,0.81,10.6,6,0
1496,0.54,0.26,1.9,0.08900000000000001,23.0,147.0,3.26,0.59,9.7,5,1
1497,0.74,0.03,2.3,0.054000000000000006,7.0,16.0,3.45,0.63,11.5,6,0
1498,0.895,0.04,2.3,0.068,7.0,13.0,3.53,0.58,10.8,6,0
1499,0.74,0.03,2.3,0.054000000000000006,7.0,16.0,3.45,0.63,11.5,6,0
1500,0.725,0.04,1.5,0.076,8.0,15.0,3.26,0.53,9.6,5,0
1501,0.82,0.29,4.3,0.083,21.0,64.0,3.16,0.53,9.4,5,1
1502,0.585,0.18,2.4,0.078,15.0,60.0,3.31,0.54,9.8,5,0
1503,0.44,0.39,2.5,0.077,6.0,14.0,3.51,0.69,11.0,6,0
1504,0.38,0.57,2.3,0.106,5.0,12.0,3.36,0.55,11.4,6,0
1505,0.76,0.02,1.8,0.078,6.0,12.0,3.55,0.63,9.95,3,1
1506,0.81,0.05,2.0,0.07,6.0,14.0,3.51,0.66,10.8,6,0
1507,0.38,0.57,2.3,0.106,5.0,12.0,3.36,0.55,11.4,6,0
1508,0.27,0.6,2.1,0.07400000000000001,17.0,25.0,3.38,0.72,10.6,6,0
1509,0.18,0.4,1.8,0.062,7.0,20.0,3.28,0.7,11.1,5,0
1510,0.36,0.21,2.2,0.047,26.0,48.0,3.47,0.77,9.7,6,0
1511,0.69,0.04,2.1,0.068,19.0,27.0,3.44,0.67,9.8,5,0
1512,0.79,0.04,2.2,0.061,11.0,17.0,3.53,0.65,10.4,6,0
1513,0.56,0.15,1.8,0.078,17.0,65.0,3.33,0.6,10.5,6,0
1514,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,3.53,0.72,9.23333333333333,6,1
1515,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,3.53,0.72,9.25,6,1
1516,0.32,0.25,2.3,0.071,23.0,58.0,3.42,0.97,10.6,5,0
1517,0.53,0.06,2.0,0.063,29.0,44.0,3.38,0.83,10.3,6,0
1518,0.47,0.46,2.2,0.114,7.0,20.0,3.32,0.63,10.5,5,0
1519,0.7,0.08,2.6,0.106,14.0,27.0,3.44,0.58,10.2,5,0
1520,0.53,0.06,2.0,0.063,29.0,44.0,3.38,0.83,10.3,6,0
1521,0.48,0.2,1.9,0.08199999999999999,9.0,23.0,3.39,0.43,9.05,4,0
1522,0.32,0.25,2.3,0.071,23.0,58.0,3.42,0.97,10.6,5,0
1523,0.48,0.25,2.0,0.076,29.0,61.0,3.34,0.6,10.4,5,0
1524,0.42,0.19,2.0,0.075,22.0,47.0,3.39,0.78,10.0,6,0
1525,0.48,0.08,2.1,0.064,18.0,34.0,3.33,0.64,9.7,5,0
1526,0.47,0.08,2.2,0.064,18.0,38.0,3.3,0.65,9.6,6,0
1527,0.53,0.07,1.7,0.071,15.0,24.0,3.29,0.66,10.8,6,0
1528,0.29,0.49,2.2,0.096,21.0,59.0,3.31,0.67,10.1,6,0
1529,0.69,0.08,2.1,0.063,42.0,52.0,3.42,0.6,10.2,6,0
1530,0.44,0.09,2.2,0.063,9.0,18.0,3.42,0.69,11.3,6,0
1531,0.705,0.1,2.8,0.081,13.0,28.0,3.6,0.66,10.2,5,0
1532,0.53,0.13,2.0,0.057999999999999996,18.0,22.0,3.21,0.68,9.9,6,0
1533,0.39,0.3,1.9,0.07400000000000001,32.0,84.0,3.39,0.61,9.0,5,0
1534,0.56,0.14,2.4,0.064,13.0,29.0,3.42,0.62,11.7,7,0
1535,0.55,0.13,2.2,0.075,15.0,35.0,3.36,0.59,9.7,6,0
1536,0.53,0.08,1.9,0.077,24.0,45.0,3.6,0.68,10.3,6,0
1537,0.58,0.08,1.9,0.059000000000000004,20.0,31.0,3.5,0.64,10.2,6,0
1538,0.64,0.09,2.5,0.081,15.0,26.0,3.57,0.63,12.0,5,0
1539,0.39,0.32,1.8,0.065,34.0,60.0,3.46,0.78,9.9,5,0
1540,0.52,0.08,4.4,0.071,11.0,32.0,3.56,0.63,11.6,6,1
1541,0.25,0.29,2.2,0.054000000000000006,19.0,49.0,3.4,0.76,10.9,7,0
1542,0.855,0.02,1.9,0.064,29.0,38.0,3.3,0.56,10.75,6,0
1543,0.44,0.42,2.2,0.064,14.0,19.0,3.25,0.57,10.4,6,0
1544,0.37,0.43,2.3,0.063,12.0,19.0,3.17,0.81,11.2,7,0
1545,0.63,0.33,1.8,0.059000000000000004,16.0,28.0,3.36,0.64,10.1,6,0
1546,0.57,0.02,2.0,0.07200000000000001,17.0,26.0,3.36,0.61,10.2,5,0
1547,0.6,0.1,1.6,0.048,12.0,26.0,3.55,0.51,12.1,5,0
1548,0.4,0.5,2.0,0.099,19.0,50.0,3.1,0.58,10.4,5,0
1549,0.36,0.3,1.8,0.07400000000000001,17.0,24.0,3.24,0.7,11.4,8,1
1550,0.68,0.0,2.3,0.087,17.0,26.0,3.45,0.53,9.5,5,0
1551,0.67,0.0,2.3,0.083,18.0,27.0,3.44,0.54,9.4,5,0
1552,0.68,0.01,3.7,0.10300000000000001,32.0,54.0,3.51,0.66,11.3,6,1
1553,0.735,0.0,2.2,0.08,18.0,28.0,3.41,0.6,9.4,5,0
1554,0.855,0.02,2.4,0.062,15.0,23.0,3.54,0.6,11.0,6,0
1555,0.56,0.17,1.7,0.065,15.0,24.0,3.44,0.68,10.55,7,0
1556,0.88,0.04,2.2,0.066,12.0,20.0,3.53,0.56,9.9,5,0
1557,0.855,0.02,2.4,0.062,15.0,23.0,3.54,0.6,11.0,6,0
1558,0.63,0.33,6.7,0.235,66.0,115.0,3.22,0.56,9.5,5,3
1559,0.6,0.26,2.0,0.08,31.0,131.0,3.21,0.52,9.9,5,1
1560,0.6,0.26,2.0,0.08,31.0,131.0,3.21,0.52,9.9,5,1
1561,0.6,0.26,2.0,0.08,31.0,131.0,3.21,0.52,9.9,5,1
1562,0.695,0.13,2.0,0.076,12.0,20.0,3.29,0.54,10.1,5,0
1563,0.695,0.13,2.0,0.076,12.0,20.0,3.29,0.54,10.1,5,0
1564,0.695,0.13,2.0,0.076,12.0,20.0,3.29,0.54,10.1,5,0
1565,0.67,0.02,1.9,0.061,26.0,42.0,3.39,0.82,10.9,6,0
1566,0.16,0.64,2.1,0.059000000000000004,24.0,52.0,3.34,0.71,11.2,6,0
1567,0.695,0.13,2.0,0.076,12.0,20.0,3.29,0.54,10.1,5,0
1568,0.56,0.13,1.6,0.077,25.0,42.0,3.34,0.59,9.2,5,0
1569,0.51,0.14,1.9,0.055999999999999994,15.0,34.0,3.48,0.57,11.5,6,0
1570,0.36,0.53,2.2,0.23,19.0,35.0,3.37,0.93,12.4,6,1
1571,0.38,0.14,2.2,0.038,15.0,25.0,3.44,0.65,11.1,6,1
1572,0.69,0.32,2.2,0.069,35.0,104.0,3.33,0.51,9.5,5,0
1573,0.58,0.2,2.4,0.075,15.0,50.0,3.58,0.67,12.5,6,0
1574,0.31,0.78,13.9,0.07400000000000001,23.0,92.0,3.39,0.48,10.5,6,1
1575,0.52,0.4,2.2,0.06,12.0,20.0,3.26,0.64,11.8,6,0
1576,0.3,0.63,1.6,0.081,16.0,29.0,3.3,0.78,10.8,6,0
1577,0.7,0.15,5.1,0.076,13.0,27.0,3.54,0.6,11.9,6,1
1578,0.67,0.15,1.8,0.11800000000000001,13.0,20.0,3.42,0.67,11.3,6,0
1579,0.56,0.09,1.7,0.053,24.0,32.0,3.54,0.6,11.3,5,0
1580,0.35,0.33,2.4,0.068,9.0,26.0,3.36,0.6,11.9,6,0
1581,0.56,0.09,1.7,0.053,24.0,32.0,3.54,0.6,11.3,5,0
1582,0.715,0.1,2.6,0.053,13.0,27.0,3.57,0.5,11.9,5,0
1583,0.46,0.29,2.1,0.07400000000000001,32.0,98.0,3.33,0.62,9.8,5,0
1584,0.32,0.44,2.4,0.061,24.0,34.0,3.29,0.8,11.6,7,0
1585,0.39,0.44,2.6,0.066,22.0,48.0,3.3,0.84,11.5,6,0
1586,0.31,0.41,2.4,0.065,34.0,60.0,3.34,0.85,11.4,6,0
1587,0.61,0.11,1.8,0.066,18.0,28.0,3.55,0.66,10.9,6,0
1588,0.66,0.33,2.5,0.068,34.0,102.0,3.27,0.78,12.8,6,0
1589,0.725,0.2,7.8,0.073,29.0,79.0,3.29,0.54,9.2,5,1
1590,0.55,0.15,1.8,0.077,26.0,35.0,3.32,0.82,11.6,6,0
1591,0.74,0.09,1.7,0.08900000000000001,16.0,26.0,3.67,0.56,11.6,6,0
1592,0.51,0.13,2.3,0.076,29.0,40.0,3.42,0.75,11.0,6,0
1593,0.62,0.08,1.9,0.068,28.0,38.0,3.42,0.82,9.5,6,0
1594,0.6,0.08,2.0,0.09,32.0,44.0,3.45,0.58,10.5,5,0
1595,0.55,0.1,2.2,0.062,39.0,51.0,3.52,0.76,11.2,6,0
1596,0.51,0.13,2.3,0.076,29.0,40.0,3.42,0.75,11.0,6,0
